Test,Level,Domain,Type,Testlet Name,Testlet Location In Stage,Testlet Node,Testlet Max. Score," Item Subdomain",Item Descriptor,Item Difficulty,Item Max. Score,Correct Answer,Item Type,Marking Type,Exemplar URL,Item RefID
Numeracy Year 9,9,Numeracy,Normal,C1,1,C,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,07dcc445-6161-420b-87a2-3a8c6f139847
Numeracy Year 9,9,Numeracy,Normal,C1,1,C,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,07dcc445-6161-420b-87a2-3a8c6f139847
Numeracy Year 7,7,Numeracy,Normal,E2,2,E,16,Numbers,Descriptor #1,3,1,,IO,AS,https://www.assessform.edu.au/Exemplar/1,081e4730-d945-4edc-a78f-c55323476c4e
Reading Year 9,9,Reading,Normal,C1,1,C,16,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,084768e9-6a47-4a80-be57-926c5264382d
Reading Year 9,9,Reading,Normal,C1,1,C,16,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,084768e9-6a47-4a80-be57-926c5264382d
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,08573cf2-f6da-433f-b52f-517c2e4f79eb
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,08573cf2-f6da-433f-b52f-517c2e4f79eb
Reading Year 7,7,Reading,Normal,D2,2,D,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0862dca6-040e-4a3e-b372-c17e561387f5
Reading Year 7,7,Reading,Normal,D2,2,D,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0862dca6-040e-4a3e-b372-c17e561387f5
Reading Year 3,3,Reading,Normal,E1,1,E,13,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,08859578-1179-4b2c-90df-357261dafc50
Reading Year 3,3,Reading,Normal,E1,1,E,13,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,08859578-1179-4b2c-90df-357261dafc50
Spelling Year 5,5,Spelling,Normal,PD2,2,PD,10,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,08b333b6-f081-412f-9b39-ed6a14d5a7ed
Spelling Year 5,5,Spelling,Normal,PD2,2,PD,10,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,08b333b6-f081-412f-9b39-ed6a14d5a7ed
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,08ec776d-8d17-46dc-aef8-583fbaa645c7
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,08ec776d-8d17-46dc-aef8-583fbaa645c7
Reading Year 3,3,Reading,Normal,F1,1,F,13,Letters,Descriptor #1,3,1,,PO,AS,https://www.assessform.edu.au/Exemplar/1,0933c8d6-8839-4a4f-a96d-9ce0d3093390
Reading Year 3,3,Reading,Normal,F1,1,F,13,Letters,Descriptor #1,3,1,,PO,AS,https://www.assessform.edu.au/Exemplar/1,0933c8d6-8839-4a4f-a96d-9ce0d3093390
Reading Year 9,9,Reading,Normal,E1,1,E,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,09525515-f14d-47fe-bb27-17edd0fc537a
Reading Year 9,9,Reading,Normal,E1,1,E,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,09525515-f14d-47fe-bb27-17edd0fc537a
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GF1,1,GF,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0953bc6a-1d2a-4a2a-a56e-e71e4cbd0e4f
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GF1,1,GF,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0953bc6a-1d2a-4a2a-a56e-e71e4cbd0e4f
Spelling Year 5,5,Spelling,Normal,SB1,1,SB,9,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,09637b0d-660a-4a3f-90c5-703fcd8dcdbe
Spelling Year 5,5,Spelling,Normal,SB1,1,SB,9,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,09637b0d-660a-4a3f-90c5-703fcd8dcdbe
Spelling Year 5,5,Spelling,Normal,SD1,1,SD,9,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,096451f9-f338-4b45-b339-e56c9bcbb1d5
Spelling Year 5,5,Spelling,Normal,SD1,1,SD,9,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,096451f9-f338-4b45-b339-e56c9bcbb1d5
Numeracy Year 3,3,Numeracy,Normal,F1,1,F,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0988c257-6049-4171-abcd-f51da35f5144
Numeracy Year 3,3,Numeracy,Normal,F1,1,F,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0988c257-6049-4171-abcd-f51da35f5144
Reading Year 7,7,Reading,Normal,A2,2,A,16,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,09a9fa60-7e56-4970-b17f-730e246cdf60
Reading Year 7,7,Reading,Normal,A2,2,A,16,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,09a9fa60-7e56-4970-b17f-730e246cdf60
Numeracy Year 3,3,Numeracy,Normal,CA1,1,CA,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,09aa9f25-f983-4ffb-8b43-81db71e8aa73
Numeracy Year 3,3,Numeracy,Normal,CA1,1,CA,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,09aa9f25-f983-4ffb-8b43-81db71e8aa73
Reading Year 7,7,Reading,Normal,E2,2,E,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,09abda89-92c9-494f-b0a1-397a2f7f453e
Reading Year 7,7,Reading,Normal,E2,2,E,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,09abda89-92c9-494f-b0a1-397a2f7f453e
Numeracy Year 3,3,Numeracy,Normal,A3,3,A,13,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,09b12eb7-546f-4518-96b3-8cc717709c54
Numeracy Year 3,3,Numeracy,Normal,A3,3,A,13,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,09b12eb7-546f-4518-96b3-8cc717709c54
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,09e96736-49ec-41ff-a03d-97449fd8b23c
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,09e96736-49ec-41ff-a03d-97449fd8b23c
Reading Year 7,7,Reading,Normal,F1,1,F,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,09e991ee-ce34-4815-b55c-95236b238177
Reading Year 7,7,Reading,Normal,F1,1,F,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,09e991ee-ce34-4815-b55c-95236b238177
Reading Year 3,3,Reading,Normal,A3,3,A,13,Letters,Descriptor #1,3,1,,IM,AS,https://www.assessform.edu.au/Exemplar/1,0a2bb1cc-8772-4f9c-954a-9c483868e3d6
Reading Year 3,3,Reading,Normal,A3,3,A,13,Letters,Descriptor #1,3,1,,IM,AS,https://www.assessform.edu.au/Exemplar/1,0a2bb1cc-8772-4f9c-954a-9c483868e3d6
Numeracy Year 9,9,Numeracy,Normal,E1,1,E,16,Numbers,Descriptor #1,3,1,,SL,AS,https://www.assessform.edu.au/Exemplar/1,0a5e2873-3a66-4892-b00c-19aeabf0d076
Numeracy Year 9,9,Numeracy,Normal,E1,1,E,16,Numbers,Descriptor #1,3,1,,SL,AS,https://www.assessform.edu.au/Exemplar/1,0a5e2873-3a66-4892-b00c-19aeabf0d076
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0a642805-3b68-4844-99ce-b20559a000d4
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0a642805-3b68-4844-99ce-b20559a000d4
Numeracy Year 9,9,Numeracy,Normal,D2,2,D,16,Numbers,Descriptor #1,3,1,,IA,AS,https://www.assessform.edu.au/Exemplar/1,0adffe54-aed1-4938-8a93-667537c8251f
Numeracy Year 9,9,Numeracy,Normal,D2,2,D,16,Numbers,Descriptor #1,3,1,,IA,AS,https://www.assessform.edu.au/Exemplar/1,0adffe54-aed1-4938-8a93-667537c8251f
Reading Year 7,7,Reading,Normal,A4,4,A,16,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0aeec589-db2d-4d8b-9bd1-bef9132dd0a0
Reading Year 7,7,Reading,Normal,A4,4,A,16,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0aeec589-db2d-4d8b-9bd1-bef9132dd0a0
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,IA,AS,https://www.assessform.edu.au/Exemplar/1,0af14a46-bdb6-4ebe-8968-54888d80958f
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,IA,AS,https://www.assessform.edu.au/Exemplar/1,0af14a46-bdb6-4ebe-8968-54888d80958f
Reading Year 7,7,Reading,Normal,A3,3,A,16,Letters,Descriptor #1,3,1,,IGA,AS,https://www.assessform.edu.au/Exemplar/1,0af7db00-f340-403a-ae60-d50a0145cd91
Reading Year 7,7,Reading,Normal,A3,3,A,16,Letters,Descriptor #1,3,1,,IGA,AS,https://www.assessform.edu.au/Exemplar/1,0af7db00-f340-403a-ae60-d50a0145cd91
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0b203fb6-18c1-4735-b8aa-9f84c0b98540
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0b203fb6-18c1-4735-b8aa-9f84c0b98540
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GE2,2,GE,25,Grammar,Descriptor #1,3,1,,IM,AS,https://www.assessform.edu.au/Exemplar/1,0b294053-fae6-45d0-80af-f9bebbf1ba4c
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GE2,2,GE,25,Grammar,Descriptor #1,3,1,,IM,AS,https://www.assessform.edu.au/Exemplar/1,0b294053-fae6-45d0-80af-f9bebbf1ba4c
Reading Year 3,3,Reading,Normal,B1,1,B,13,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0b39decc-ca5b-4b27-bdc1-42c87bcfc32b
Reading Year 3,3,Reading,Normal,B1,1,B,13,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0b39decc-ca5b-4b27-bdc1-42c87bcfc32b
Reading Year 9,9,Reading,Normal,F1,1,F,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0b520390-d296-4825-b255-90adabdd57af
Reading Year 9,9,Reading,Normal,F1,1,F,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0b520390-d296-4825-b255-90adabdd57af
Spelling Year 5,5,Spelling,Normal,SA2,2,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0b959c4b-e769-48b0-956d-76bf9d573090
Spelling Year 5,5,Spelling,Normal,SA2,2,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0b959c4b-e769-48b0-956d-76bf9d573090
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0ba857db-46cf-436e-833f-628ae662ca1f
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0ba857db-46cf-436e-833f-628ae662ca1f
Reading Year 5,5,Reading,Normal,A1,1,A,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0bb165ad-118f-46e9-ab8e-1a2a58e62e50
Reading Year 5,5,Reading,Normal,A1,1,A,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0bb165ad-118f-46e9-ab8e-1a2a58e62e50
Reading Year 5,5,Reading,Normal,A3,3,A,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0bb165ad-118f-46e9-ab8e-1a2a58e62e50
Reading Year 5,5,Reading,Normal,A3,3,A,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0bb165ad-118f-46e9-ab8e-1a2a58e62e50
Reading Year 3,3,Reading,Normal,D1,1,D,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0bb165ad-118f-46e9-ab8e-1a2a58e62e50
Reading Year 3,3,Reading,Normal,D1,1,D,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0bb165ad-118f-46e9-ab8e-1a2a58e62e50
Numeracy Year 9,9,Numeracy,Normal,B2,2,B,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0bd3904f-d17f-48c1-b1de-d0785482e87a
Numeracy Year 9,9,Numeracy,Normal,B2,2,B,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0bd3904f-d17f-48c1-b1de-d0785482e87a
Numeracy Year 7,7,Numeracy,Normal,E2,2,E,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0bd3904f-d17f-48c1-b1de-d0785482e87a
Numeracy Year 7,7,Numeracy,Normal,E2,2,E,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0bd3904f-d17f-48c1-b1de-d0785482e87a
Numeracy Year 9,9,Numeracy,Normal,B2,2,B,16,Numbers,Descriptor #1,3,1,,IO,AS,https://www.assessform.edu.au/Exemplar/1,0c0e3258-77fa-421d-97b7-2c5a4b317a96
Numeracy Year 9,9,Numeracy,Normal,B2,2,B,16,Numbers,Descriptor #1,3,1,,IO,AS,https://www.assessform.edu.au/Exemplar/1,0c0e3258-77fa-421d-97b7-2c5a4b317a96
Numeracy Year 5,5,Numeracy,Normal,F1,1,F,15,Numbers,Descriptor #1,3,1,,IGA,AS,https://www.assessform.edu.au/Exemplar/1,0c58a567-5194-4d3d-911d-ae7061ada90f
Numeracy Year 5,5,Numeracy,Normal,F1,1,F,15,Numbers,Descriptor #1,3,1,,IGA,AS,https://www.assessform.edu.au/Exemplar/1,0c58a567-5194-4d3d-911d-ae7061ada90f
Reading Year 7,7,Reading,Normal,F1,1,F,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0c974d85-603f-4be1-bff9-945ca65446ef
Reading Year 7,7,Reading,Normal,F1,1,F,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0c974d85-603f-4be1-bff9-945ca65446ef
Reading Year 9,9,Reading,Normal,A2,2,A,16,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0c9bad57-c5aa-476c-834f-a1fca77d5ba0
Reading Year 9,9,Reading,Normal,A2,2,A,16,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0c9bad57-c5aa-476c-834f-a1fca77d5ba0
Reading Year 3,3,Reading,Normal,D1,1,D,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0cb363ed-1306-434e-a3d2-0f9be315394e
Reading Year 3,3,Reading,Normal,D1,1,D,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0cb363ed-1306-434e-a3d2-0f9be315394e
Spelling Year 7,7,Spelling,Normal,PD2,2,PD,10,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0cbe8bec-a04f-4784-840d-048bc1e70ff6
Spelling Year 7,7,Spelling,Normal,PD2,2,PD,10,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0cbe8bec-a04f-4784-840d-048bc1e70ff6
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GF1,1,GF,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0cc4e012-afc3-4be0-a5fd-d94faf2e4101
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GF1,1,GF,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0cc4e012-afc3-4be0-a5fd-d94faf2e4101
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GF1,1,GF,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0d165f7d-b19e-41a9-9614-9d3e0c04ffd4
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GF1,1,GF,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0d165f7d-b19e-41a9-9614-9d3e0c04ffd4
Spelling Year 5,5,Spelling,Normal,PB2,2,PB,10,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0d2f7687-defd-4551-b3c7-342194b6ad77
Spelling Year 5,5,Spelling,Normal,PB2,2,PB,10,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0d2f7687-defd-4551-b3c7-342194b6ad77
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0d66bd2c-3758-43d7-9bfa-da58d8817074
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0d66bd2c-3758-43d7-9bfa-da58d8817074
Numeracy Year 9,9,Numeracy,Normal,CA1,1,CA,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0d8c38b5-ce77-443c-9c42-35c181f3bd1d
Numeracy Year 9,9,Numeracy,Normal,CA1,1,CA,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0d8c38b5-ce77-443c-9c42-35c181f3bd1d
Numeracy Year 3,3,Numeracy,Normal,B1,1,B,13,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0d8ff3fd-0e34-4c69-9f4e-77d38a9ab9c2
Numeracy Year 3,3,Numeracy,Normal,B1,1,B,13,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0d8ff3fd-0e34-4c69-9f4e-77d38a9ab9c2
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0d909342-0e25-428e-8111-77d1d3436046
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0d909342-0e25-428e-8111-77d1d3436046
Numeracy Year 3,3,Numeracy,Normal,B2,2,B,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0ddb76f5-336a-4629-953a-bf5ded1a30af
Numeracy Year 3,3,Numeracy,Normal,B2,2,B,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0ddb76f5-336a-4629-953a-bf5ded1a30af
Numeracy Year 9,9,Numeracy,Normal,D2,2,D,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0df0ba44-63de-4df5-a712-f171b57b4ce1
Numeracy Year 9,9,Numeracy,Normal,D2,2,D,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0df0ba44-63de-4df5-a712-f171b57b4ce1
Numeracy Year 3,3,Numeracy,Normal,NC2,2,NC,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0e808efc-c8b3-4353-8c7b-b37209ef7b1c
Numeracy Year 3,3,Numeracy,Normal,NC2,2,NC,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0e808efc-c8b3-4353-8c7b-b37209ef7b1c
Numeracy Year 5,5,Numeracy,Normal,B2,2,B,15,Numbers,Descriptor #1,3,1,,IGGM,AS,https://www.assessform.edu.au/Exemplar/1,0e862d2e-dd7c-43d1-9f7e-53eede99b8ca
Numeracy Year 5,5,Numeracy,Normal,B2,2,B,15,Numbers,Descriptor #1,3,1,,IGGM,AS,https://www.assessform.edu.au/Exemplar/1,0e862d2e-dd7c-43d1-9f7e-53eede99b8ca
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0ea4562b-9f5d-4d39-b854-9ff4ef38c54b
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0ea4562b-9f5d-4d39-b854-9ff4ef38c54b
Numeracy Year 9,9,Numeracy,Normal,D1,1,D,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0eb130c1-feec-4be9-a064-af9ffe439898
Numeracy Year 9,9,Numeracy,Normal,D1,1,D,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0eb130c1-feec-4be9-a064-af9ffe439898
Numeracy Year 5,5,Numeracy,Normal,CA1,1,CA,15,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0edc3e7a-c45f-4e16-b696-37832aed4c79
Numeracy Year 5,5,Numeracy,Normal,CA1,1,CA,15,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0edc3e7a-c45f-4e16-b696-37832aed4c79
Numeracy Year 7,7,Numeracy,Normal,CA1,1,CA,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0edc3e7a-c45f-4e16-b696-37832aed4c79
Numeracy Year 7,7,Numeracy,Normal,CA1,1,CA,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0edc3e7a-c45f-4e16-b696-37832aed4c79
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GE2,2,GE,25,Grammar,Descriptor #1,3,1,,IC,AS,https://www.assessform.edu.au/Exemplar/1,0f19edb6-5f3f-49f7-ae22-a03772dda8ab
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GE2,2,GE,25,Grammar,Descriptor #1,3,1,,IC,AS,https://www.assessform.edu.au/Exemplar/1,0f19edb6-5f3f-49f7-ae22-a03772dda8ab
Numeracy Year 9,9,Numeracy,Normal,E1,1,E,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0f22e143-0c58-4c3b-a7a5-78d74cc3cd78
Numeracy Year 9,9,Numeracy,Normal,E1,1,E,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0f22e143-0c58-4c3b-a7a5-78d74cc3cd78
Numeracy Year 9,9,Numeracy,Normal,CA1,1,CA,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,0f255cd2-42db-4526-b912-923b155d2627
Numeracy Year 5,5,Numeracy,Normal,NC2,2,NC,15,Numbers,Descriptor #1,3,1,,HS,AS,https://www.assessform.edu.au/Exemplar/1,0f528ca3-efd5-41b2-b304-a93d1f8789b7
Numeracy Year 5,5,Numeracy,Normal,NC2,2,NC,15,Numbers,Descriptor #1,3,1,,HS,AS,https://www.assessform.edu.au/Exemplar/1,0f528ca3-efd5-41b2-b304-a93d1f8789b7
Numeracy Year 3,3,Numeracy,Normal,NC2,2,NC,13,Numbers,Descriptor #1,3,1,,HS,AS,https://www.assessform.edu.au/Exemplar/1,0f528ca3-efd5-41b2-b304-a93d1f8789b7
Numeracy Year 3,3,Numeracy,Normal,NC2,2,NC,13,Numbers,Descriptor #1,3,1,,HS,AS,https://www.assessform.edu.au/Exemplar/1,0f528ca3-efd5-41b2-b304-a93d1f8789b7
Spelling Year 5,5,Spelling,Normal,SB1,1,SB,9,Spelling,Descriptor #1,3,1,,IA,AS,https://www.assessform.edu.au/Exemplar/1,0f647b69-b29a-424e-be24-65edc2c4c3d9
Spelling Year 5,5,Spelling,Normal,SB1,1,SB,9,Spelling,Descriptor #1,3,1,,IA,AS,https://www.assessform.edu.au/Exemplar/1,0f647b69-b29a-424e-be24-65edc2c4c3d9
Spelling Year 9,9,Spelling,Normal,PB2,2,PB,10,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0f6f9faf-c2f5-41f5-8416-9cb573a4d5f8
Spelling Year 9,9,Spelling,Normal,PB2,2,PB,10,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,0f6f9faf-c2f5-41f5-8416-9cb573a4d5f8
Numeracy Year 5,5,Numeracy,Normal,D1,1,D,15,Numbers,Descriptor #1,3,1,,PO,AS,https://www.assessform.edu.au/Exemplar/1,0f82bb42-399f-45e0-9c78-94f736e2a431
Numeracy Year 5,5,Numeracy,Normal,D1,1,D,15,Numbers,Descriptor #1,3,1,,PO,AS,https://www.assessform.edu.au/Exemplar/1,0f82bb42-399f-45e0-9c78-94f736e2a431
