TESTLET_ID,ITEM_ID,SEQUENCE
x00100715,x00100717,2
x00100715,x00100717,2
x00102479,x00102483,4
x00102479,x00102483,4
x00101569,x00101576,7
x00101569,x00101576,7
x00102099,x00102105,6
x00102099,x00102105,6
x00102218,x00102105,14
x00102218,x00102105,14
x00100521,x00100525,4
x00100521,x00100525,4
x00100573,x00100576,3
x00100573,x00100576,3
x00101583,x00101587,4
x00101583,x00101587,4
x00102286,x00102295,9
x00102286,x00102295,9
x00102235,x00102245,10
x00102235,x00102245,10
x00100053,x00100071,18
x00100053,x00100071,18
x00102351,x00102353,2
x00102351,x00102353,2
x00101625,x00101626,1
x00101625,x00101626,1
x00102567,x00102570,3
x00102567,x00102570,3
x00101001,x00100823,11
x00101001,x00100823,11
x00100820,x00100823,3
x00100820,x00100823,3
x00100469,x00100479,10
x00100469,x00100479,10
x00102099,x00102108,9
x00102099,x00102108,9
x00100599,x00100609,10
x00100599,x00100609,10
x00100967,x00100726,5
x00100967,x00100726,5
x00100715,x00100726,11
x00100715,x00100726,11
x00102082,x00102095,13
x00102082,x00102095,13
x00102424,x00102425,1
x00102424,x00102425,1
x00101569,x00101578,9
x00101569,x00101578,9
x00100053,x00100058,5
x00100053,x00100058,5
x00101299,x00101311,12
x00101299,x00101311,12
x00100001,x00100005,4
x00100001,x00100005,4
x00100670,x00100675,5
x00100670,x00100675,5
x00100235,x00100256,21
x00100235,x00100256,21
x00101103,x00101104,1
x00101103,x00101104,1
x00101227,x00101104,9
x00101227,x00101104,9
x00100599,x00100608,9
x00100599,x00100608,9
x00101069,x00101079,10
x00101069,x00101079,10
x00101069,x00101084,15
x00101069,x00101084,15
x00100053,x00100074,21
x00100053,x00100074,21
x00100950,x00100711,5
x00100950,x00100711,5
x00100700,x00100711,11
x00100700,x00100711,11
x00100339,x00100361,22
x00100339,x00100361,22
x00101263,x00101270,7
x00101263,x00101270,7
x00102133,x00102137,4
x00102133,x00102137,4
x00101155,x00100961,4
x00101155,x00100961,4
x00100950,x00100961,11
x00100950,x00100961,11
x00102522,x00102530,8
x00102522,x00102530,8
x00101639,x00101650,11
x00101639,x00101650,11
x00101611,x00101614,3
x00101611,x00101614,3
x00102511,x00102515,4
x00102511,x00102515,4
x00102675,x00102677,2
x00102675,x00102677,2
x00102567,x00102575,8
x00102567,x00102575,8
x00100670,x00100678,8
x00100670,x00100678,8
x00101317,x00101333,16
x00101317,x00101333,16
x00100700,x00100704,4
x00100700,x00100704,4
x00102547,x00102550,3
x00102547,x00102550,3
x00101245,x00101250,5
x00101245,x00101250,5
x00100235,x00100257,22
x00100235,x00100257,22
x00101551,x00101558,7
x00101551,x00101558,7
x00101281,x00101295,14
x00101281,x00101295,14
x00102133,x00102135,2
x00102133,x00102135,2
x00100521,x00100528,7
x00100521,x00100528,7
x00100209,x00100219,10
x00100209,x00100219,10
x00102533,x00102533-02-AIA,3
x00101515,x00101522,7
x00101515,x00101522,7
x00101737,x00101673,14
x00101737,x00101673,14
x00101769,x00101673,14
x00101769,x00101673,14
x00101667,x00101673,6
x00101667,x00101673,6
x00100547,x00100557,10
x00100547,x00100557,10
x00102598,x00102607,9
x00102598,x00102607,9
x00100391,x00100413,22
x00100391,x00100413,22
x00101173,x00100977,3
x00101173,x00100977,3
x00100967,x00100977,10
x00100967,x00100977,10
x00100547,x00100564,17
x00100547,x00100564,17
x00101353,x00101364,11
x00101353,x00101364,11
x00101913,x00101918,5
x00101913,x00101918,5
x00100183,x00100208,25
x00100183,x00100208,25
x00100105,x00100121,16
x00100105,x00100121,16
x00100443,x00100444,1
x00100443,x00100444,1
x00101881,x00101889,8
x00101881,x00101889,8
x00101997,x00101889,16
x00101997,x00101889,16
x00100365,x00100381,16
x00100365,x00100381,16
x00101929,x00101936,7
x00101929,x00101936,7
x00102320,x00102332,12
x00102320,x00102332,12
x00100131,x00100149,18
x00100131,x00100149,18
x00100131,x00100134,3
x00100131,x00100134,3
x00102133,x00102134,1
x00102133,x00102134,1
x00100365,x00100373,8
x00100365,x00100373,8
x00101569,x00101580,11
x00101569,x00101580,11
x00102381,x00102388,7
x00102381,x00102388,7
x00102598,x00102608,10
x00102598,x00102608,10
x00102424,x00102426,2
x00102424,x00102426,2
x00101317,x00101332,15
x00101317,x00101332,15
x00100261,x00100273,12
x00100261,x00100273,12
x00100105,x00100112,7
x00100105,x00100112,7
x00100027,x00100051,24
x00100027,x00100051,24
x00100053,x00100066,13
x00100053,x00100066,13
x00101963,x00101970,7
x00101963,x00101970,7
x00100001,x00100024,23
x00100001,x00100024,23
x00100079,x00100083,4
x00100079,x00100083,4
x00100805,x00100809,4
x00100805,x00100809,4
x00101681,x00101691,10
x00101681,x00101691,10
x00100495,x00100519,24
x00100495,x00100519,24
x00101335,x00101351,16
x00101335,x00101351,16
x00102218,x00102222,4
x00102218,x00102222,4
x00101335,x00101341,6
x00101335,x00101341,6
x00100655,x00100664,9
x00100655,x00100664,9
x00101753,x00101760,7
x00101753,x00101760,7
x00100001,x00100019,18
x00100001,x00100019,18
x00102675,x00102680,5
x00102675,x00102680,5
x00101583,x00101592,9
x00101583,x00101592,9
x00101389,x00101186,5
x00101389,x00101186,5
x00101173,x00101186,13
x00101173,x00101186,13
x00100209,x00100234,25
x00100209,x00100234,25
x00102252,x00102258,6
x00102252,x00102258,6
x00100157,x00100164,7
x00100157,x00100164,7
x00100967,x00100983,15
x00102269,x00102271,2
x00102269,x00102271,2
x00101929,x00101932,3
x00101929,x00101932,3
x00100521,x00100531,10
x00100521,x00100531,10
x00102269,x00102278,9
x00102269,x00102278,9
x00101946,x00101954,8
x00101946,x00101954,8
x00100469,x00100492,23
x00100469,x00100492,23
x00102645,x00102652,7
x00102645,x00102652,7
x00100183,x00100207,24
x00100183,x00100207,24
x00100183,x00100194,11
x00100183,x00100194,11
x00102638,x00102640,2
x00102638,x00102640,2
x00100261,x00100263,2
x00100261,x00100263,2
x00102252,x00102257,5
x00102252,x00102257,5
x00100573,x00100577,4
x00100573,x00100577,4
x00102116,x00102117,1
x00102116,x00102117,1
x00100287,x00100307,20
x00100287,x00100307,20
x00101001,x00101006,5
x00101001,x00101006,5
x00101653,x00101661,8
x00101653,x00101661,8
x00102449,x00102452,3
x00102449,x00102452,3
x00101263,x00101274,11
x00101263,x00101274,11
x00101849,x00101855,6
x00101849,x00101855,6
x00101929,x00101855,14
x00101929,x00101855,14
x00101963,x00101855,14
x00101963,x00101855,14
x00101263,x00101276,13
x00101263,x00101276,13
x00102344,x00102344-03-AIA,4
x00100027,x00100029,2
x00100027,x00100029,2
x00100547,x00100553,6
x00100547,x00100553,6
x00100655,x00100667,12
x00100655,x00100667,12
x00102391,x00102394,3
x00102391,x00102394,3
x00102540,x00102545,5
x00102540,x00102545,5
x00101551,x00101557,6
x00101551,x00101557,6
x00101785,x00101786,1
x00101785,x00101786,1
x00102442,x00102447,5
x00102442,x00102447,5
x00102631,x00102635,4
x00102631,x00102635,4
x00102361,x00102364,3
x00102361,x00102364,3
x00102286,x00102301,15
x00102286,x00102301,15
x00101389,x00101187,6
x00101389,x00101187,6
x00101173,x00101187,14
x00101173,x00101187,14
x00101335,x00101342,7
x00101335,x00101342,7
x00100745,x00100753,8
x00100745,x00100753,8
x00100820,x00100830,10
x00100820,x00100830,10
x00102099,x00102100,1
x00102099,x00102100,1
x00102218,x00102100,9
x00102218,x00102100,9
x00102522,x00102523,1
x00102522,x00102523,1
x00102489,x00102498,9
x00102489,x00102498,9
x00101597,x00101605,8
x00101597,x00101605,8
x00102320,x00102325,5
x00102320,x00102325,5
x00100933,x00100947,14
x00100933,x00100947,14
x00101137,x00100947,7
x00101137,x00100947,7
x00100053,x00100073,20
x00100053,x00100073,20
x00100882,x00100892,10
x00100882,x00100892,10
x00100339,x00100349,10
x00100339,x00100349,10
x00100715,x00100721,6
x00100715,x00100721,6
x00101997,x00101999,2
x00101997,x00101999,2
x00100313,x00100317,4
x00100313,x00100317,4
x00101263,x00101278,15
x00101263,x00101278,15
x00100001,x00100026,25
x00100001,x00100026,25
x00102371,x00102372,1
x00102371,x00102372,1
x00102598,x00102606,8
x00102598,x00102606,8
x00101583,x00101590,7
x00101583,x00101590,7
x00101035,x00101044,9
x00101035,x00101044,9
x00102645,x00102650,5
x00102645,x00102650,5
x00100105,x00100124,19
x00100105,x00100124,19
x00102381,x00102385,4
x00102381,x00102385,4
x00102184,x00102192,8
x00102184,x00102192,8
x00102065,x00102072,7
x00102065,x00102072,7
x00102150,x00102072,15
x00102150,x00102072,15
x00102184,x00102072,15
x00102184,x00102072,15
x00102344,x00102344-05-AIA,6
x00100183,x00100195,12
x00100183,x00100195,12
x00100131,x00100139,8
x00100131,x00100139,8
x00102675,x00102684,9
x00102675,x00102684,9
x00102082,x00102093,11
x00102082,x00102093,11
x00102351,x00102357,6
x00102351,x00102357,6
x00100984,x00100993,9
x00100984,x00100993,9
x00101191,x00100993,2
x00101191,x00100993,2
x00100001,x00100017,16
x00100001,x00100017,16
x00100053,x00100070,17
x00100053,x00100070,17
x00100933,x00100692,1
x00100933,x00100692,1
x00100685,x00100692,7
x00100685,x00100692,7
x00100790,x00100797,7
x00100790,x00100797,7
x00102391,x00102395,4
x00102391,x00102395,4
x00101569,x00101571,2
x00101569,x00101571,2
x00100670,x00100682,12
x00100670,x00100682,12
x00101353,x00101151,6
x00101353,x00101151,6
x00101137,x00101151,14
x00101137,x00101151,14
x00102547,x00102548,1
x00102547,x00102548,1
x00102707,x00102715,8
x00102707,x00102715,8
x00100443,x00100463,20
x00100443,x00100463,20
x00101479,x00101484,5
x00101479,x00101484,5
x00100599,x00100600,1
x00100599,x00100600,1
x00100157,x00100170,13
x00100157,x00100170,13
x00100157,x00100166,9
x00100157,x00100166,9
x00102696,x00102697,1
x00102696,x00102697,1
x00100775,x00100777,2
x00100775,x00100777,2
x00100670,x00100681,11
x00100670,x00100681,11
x00100775,x00100787,12
x00100775,x00100787,12
x00102014,x00102017,3
x00102014,x00102017,3
x00101753,x00101756,3
x00101753,x00101756,3
x00100573,x00100592,19
x00100573,x00100592,19
x00101281,x00101282,1
x00101281,x00101282,1
x00102218,x00102219,1
x00102218,x00102219,1
x00101018,x00101024,6
x00101018,x00101024,6
x00100715,x00100716,1
x00100715,x00100716,1
x00100339,x00100356,17
x00100339,x00100356,17
x00100365,x00100382,17
x00100365,x00100382,17
x00102167,x00102175,8
x00102167,x00102175,8
x00101407,x00101420,13
x00101407,x00101420,13
x00100027,x00100038,11
x00100027,x00100038,11
x00101569,x00101582,13
x00101569,x00101582,13
x00101737,x00101670,11
x00101737,x00101670,11
x00101769,x00101670,11
x00101769,x00101670,11
x00101667,x00101670,3
x00101667,x00101670,3
x00101695,x00101704,9
x00101695,x00101704,9
x00100183,x00100191,8
x00100183,x00100191,8
x00101086,x00101100,14
x00101086,x00101100,14
x00101425,x00101430,5
x00101425,x00101430,5
x00101897,x00101912,15
x00101897,x00101912,15
x00101281,x00101291,10
x00101281,x00101291,10
x00102547,x00102553,6
x00102547,x00102553,6
x00101929,x00101937,8
x00101929,x00101937,8
x00101461,x00101464,3
x00101461,x00101464,3
x00100157,x00100181,24
x00100157,x00100181,24
x00100027,x00100046,19
x00100027,x00100046,19
x00100183,x00100203,20
x00100183,x00100203,20
x00102167,x00102170,3
x00102167,x00102170,3
x00101001,x00101017,15
x00102442,x00102442-04-AIA,5
x00101583,x00101589,6
x00101583,x00101589,6
x00102133,x00102139,6
x00102133,x00102139,6
